artist,title,year,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
john lee hooker,shake it baby,1966,"Shake It Baby LyricsShake it Baby
Shake it Baby
Shake it Baby
Show me
Show me
C'mon Gal
Shake it right now

W-A-A-A-A-A-A-A-H Yeah!
Shake it Baby
Shake it Baby
Shake that thing
Me an' you
Me an' you
Nobody else would do
Nobody else but you
Shake it Baby
Shake it Baby
Shake it Baby
One time
One time for me
Now rock!

Ha-ha-ha
Shake that thing, Baby
One time for your Daddy
I love ya
You're cookin' when you jive
Honey, you're workin'
You've got the pots on
And the gas workin' high

One time for me
One time for me
One time for me
Shake Baby
Shake it Baby
Shake it Baby
Shake it Baby
Shake that thing
Shake that thing
Shake that thing
Shake that thing
One time, Baby
One time
One time
One time
One time
One more time
One more
An' one more
An' one more
One more time
One more time
One more time
One more time
One more time
One more time
Just one more time
And, uh, one more time
Once again
One time
And one more time
And one more time
And one more time
One more time, Baby
Shake it Baby
One more time
For me
For me
For me
For me
For me
For meEmbed",0.155,0.814,0.031,-0.9492
cream,sleepy time time,1966,"Sleepy Time Time LyricsI'm a sleepy time baby
A sleepy time boy
Work only maybe
Life is a joy

We'll have a sleepy time time
We'll have a sleepy time time
We'll have a sleepy time time
We'll have a sleepy time time
Sleepy time time
Sleepy time time all the time
Asleep in the daytime
Asleep at night
Life is all playtime
Working ain't right

We'll have a sleepy time time
We'll have a sleepy time time
We'll have a sleepy time time
We'll have a sleepy time time
Sleepy time time
Sleepy time all the time

I have my Sunday
That ain't no lie
But on Monday morning
Comes my favourite cry

We'll have a sleepy time time
We'll have a sleepy time time
We'll have a sleepy time time
We'll have a sleepy time time
Sleepy time time
Sleepy time all the timeEmbed",0.027,0.947,0.025,-0.3195
otis redding,she put the hurt on me,1966,"She Put The Hurt On Me LyricsOh she put the hurt on me, y'all
Yes she did, she put the hurt on me, y'all
Oh she put the hurt on me
My baby socked it to me, put the hurt on me, y'all

Oh she put the hurt on me
Yes she did, she put the hurt on me, children
Oh she put the hurt on me, huh
My baby socked it to me, put the hurt on me, now

Wait a minute
I gotta tell you about it
She give me twenty two minutes of love
I had to think about it
She give me forty minutes
I had to talk about it
She give me sixty minutes
I can't do without it
She give me one hour of love, y'all
She give me that, yeah
Oh she put the hurt on me
Yes she did, she put the hurt on me, y'all, now
Oh she put the hurt on me, huh
My baby did it to me, put the hurt on me, y'all

Wait a minute
I gotta tell you about it
She give me twenty two minutes of love
I had to think about it
She give me forty minutes
I had to talk about it
She give me sixty minutes
I couldn't do without it
She give me one hour of love
Then knocked me on the floor y'all

Oh she put the hurt on me
Yes she did, she put the hurt on me, children
Oh she put the hurt on me, huh
Socked it to me, put the hurt on me, y'all

Oh she put the hurt on me
My baby did the thing to me, she did the-
Oh she put the hurt on me
My baby rolled me on my back, and uhEmbed",0.176,0.743,0.081,-0.988
jackie wilson,whispers (getting louder),1966,"Whispers (Gettin’ Louder) LyricsCalling your name, Peaches
Calling your name, Peaches
In my lonely, lonely room, there's nothing left but the past
I think of how, my love, you speak
And why it didn't last, I think of how sweet all the love was
All the good times we had
I want you to come home, cause I feel so all alone
And I feel so sad
Calling out your name, Peaches
The whispers gettin louder
Calling your name, Peaches
Don't you hear, Peaches
Don't you hear it, little baby?
Every time I think about you
I can hear you calling my name
And every time I'm all alone
The whispers be come back again
Don't you hear it, Peaches?
Don't you hear it, little baby?
The whispers gettin louder
Whispers gettin louder
Calling your name
Hear it baby
Calling to you Peaches
Fades... louder, baby...Embed",0.084,0.791,0.125,0.876
jefferson airplane,don't slip away,1966,"Don’t Slip Away LyricsAlmost been a year since we've been together
Seems so long ago since you drifted away
Suddenly the past has fallen in behind us
Now all I know is I want you to stay

Don't slip away, oh no, don't slip away
Now that you're here we should just let it happen

Some things are best if they're only forgotten
You know I'm sorry, but what can I say?
The best years are after tomorrow
But time for changing should begin with today
Don't slip away, oh no, don't slip away
Now that you're here we should just let it happen

You can't hide what we shared with each other
I know you still care and feel the same way
I'm sure there's more love in your heart than you're showing
Now it depends on what you have to say

Don't slip away, oh no, don't slip away
Now that you're here we should just let it happenEmbed",0.023,0.797,0.18,0.9865
otis redding,it's growing,1966,"It’s Growing LyricsLike a snowball rolling down that side
Of that snow covered hill, man it's growing
Like that size of the fish that man claimed
He broke his reel, man it's growing

Like the rosebud, that's bloomin' man
In the warming of the sun, it's growin'
Like a tale by the time it's been told, man
By more than one, it's growing

When every day it grows a little more
Than it was the day before
My love for you, it grows and grows
Hey hey hey, how it grows and grows
But when it's going to stop
I feel that nobody knows, man
I said, it grows and grows, man
A little bit stronger

It grows and grows
A little bit more, every day
It keeps on growing

Like the need of a guy to see his girl
When she's gone away, man it's growing
Like the sadness in his heart
When he knows that she's gone to stay, man it's growing

I said, every day it grows and grows
A little bit more than it was before
My love for you, it grows and grows, man
Hey hey hey, how it grows and grows

My heart is gonna stop, I feel, man
My heart is gonna stop, I feel
That nobody know man
Hey, hey, hey, man

Nobody know how it grows and grows
Nobody knows it grows and grows
Every day it gets little bit stronger
And every time it gets little bit stronger
My love for you, just keep on growingEmbed",0.046,0.743,0.211,0.9936
nina simone,if i should lose you,1966,"If I Should Lose You Lyrics[Verse]
If I should lose you
The stars would fall from the skies
If I should lose you
The leaves would wither and die
The birds in maytime
Would sing a lonely refrain
And I would wander around
Hating the sound of rain
With you beside me
No wind in winter would blow
With you beside me
A rose would bloom in the snow
I gave you my love
But I was living a dream
And living would seem in vain
If I lost you
[Instrumental]Embed",0.191,0.76,0.048,-0.9011
nina simone,break down and let it all out,1966,"Break Down and Let It All Out LyricsBreak down and let it all out
Break down and let it all out

I've held back my tears just as long as I could
Now my eyes can see it's all over for you and me
And holding back ain't gonna do no good

So I'm gonna break down and let it all out
Break down and let it all out

I've hidden my heart too many times before
Now my aching heart knows that we're apart
I can't hide it anymore
So I'm gonna break down and let it all out
Break down and let it all out

I remember when you used to love me and oh, how sweet it was
But it's not enough just to remember, 'cause what good is the past?
Once upon a time, all those old memories can set my heart at ease
So before I lose my mind, yeah

I'm gonna break down and let it all out
Break down and let it all out

My eyes are open and now I see it's all over for you and me

Break down and let it all out
Break down and let it all out

Now my aching heart knows that we're apart

Break down and let it all out
Break down and let it all out

All those old memories can set my heart at ease

Break down and let it all out
Break down and let it all outEmbed",0.048,0.806,0.146,0.9836
nina simone,why keep on breaking my heart,1966,"Why Keep On Breaking My Heart Lyrics[Verse]
Why keep on breaking my heart
When it's beating for you
Only you
Why do you toy with my dreams
They're depending on you to come true
When you invaded my mind
You took over complete control
Then I surrender to you
All my dreams, my heart and soul
Please say
There's a chance that some day
You may feel just the way that I do
But why keep on breaking my heart
When it's beating for you
Only you
[Instrumental]

[Outro]
Why keep on breaking my heart
When it's beating for you
Only you
Say, why keep on breaking my heart
When it's beating for you
Only you2Embed",0.094,0.678,0.228,0.9581
the monks,shut up,1966,"Shut Up LyricsGot a reason to laugh
Got a reason to cry
Believing you're wise
And being so dumb

World is so worried
World is so worried
Be a liar everywhere
Shut up, don't cry!Embed",0.324,0.545,0.13,-0.874
nina simone,this year's kisses,1966,"This Year’s Kisses LyricsThis Year's Kisses

This year's crop of kisses
Don't seem as sweet to me
This year's crop just misses
What kisses used to be
This year's new romance
Doesn't seem to have a chance
Even helped by Mr. Moon above
This year's crop of kisses is not for me
For I'm still wearin' last year's loveEmbed",0.057,0.654,0.289,0.9566
the monks,monk time,1966,"Monk Time Lyrics[Verse 1]
Alright, my name's Gary
Let's go, it's beat time
It's hop time, it's monk time
You know, we don't like the army
What army? Who cares what army?
Why do you kill all those kids
Over there in Vietnam?
Mad Viet Cong!
My brother died in Vietnam!
[Verse 2]
James Bond, who was he?
Stop it! Stop it! I don't like it!
It's too loud for my ears
Pussy Galore's comin' down and we like it!
We don't like the atomic bomb
Stop it! Stop it! I don't like it! Stop it!
What's your meaning Larry?
Ah! You think like I think!
You're a monk, I'm a monk, we're all monks!
Dave, Larry, Eddie, Roger
Everybody, let's go!
It's beat time, it's hop time
It's monk time, now!
Yeah! Alright!

[Interlude]
Well, alright

[Chorus]
(It's hop time, it's monk time)
Yeah, y'know, well, it's hop time, it's monk time!
(It's hop time, it's monk time)
Hey, hey, hey! It's hop time, it's monk time!
(It's hop time, it's monk time)
Hey, hey, hey! It's hop time, it's monk time!
(It's hop time, it's monk time)
Hey, hey, hey! It's hop time, it's monk time!
[Chorus]
(It's hop time, it's monk time)
Yeah, yeah, yeah, yeah, it's hop time, it's monk time!
(It's hop time, it's monk time)
Oh, it's hop time, it's monk time, yeah!
(It's hop time, it's monk time)
Well, well, well, hop time, hop time, monk time
(It's hop time, it's monk time)
Yeah, yeah, well, monk time, monk time, hop timeEmbed",0.104,0.732,0.164,0.9095
don covay,see saw,1966,"See Saw LyricsMy woman's love
Is so, so, divine
Yes, it is people
My woman's love
Is sweeter, sweeter, than honey
Ten times

Let me tell ya about my woman

I'm so thankful
My-my-my-my, my, my
For this little woman of mine
Oh, yeah
My woman's love
Is so tender and warm
So tender and warm
My woman's love
Makes me, makes me
A happy, happy, home

Let me tell ya about my woman

Well, the so called friends
Turn their backs
Oh, she comfort me
All alone, yeah

And let me tell ya
Let me tell ya

(A woman)
Who'll cook my food
(A woman)
Who'll wash my clothes
(A woman)
Who'll make my bed
And when I have a headache
Who'll rub my achin' head
Ooh, nobody, nobody, nobody
(Nobody-nobody-nobody)
But my woman

Oh, she's worth more
Than silver or gold
Precious, a precious treasure
Is her love to hold

FADES-

My-my-my-my-i-hi-i, woman love

~Embed",0.013,0.677,0.31,0.9949
perry como,souvenir d'italie,1966,"Souvenir d’Italie LyricsThe moonlight reflected the Mediterranean splendour
The silvery sand was a magical carpet of white
We shared with each other our kisses and willing surrender
And promised each other that we would remember that night

Then we had to part broken hearted
You gave me a shell as we parted ...
You told me to listen
For it had a message for me

Pretty shell that we found by the sea
Souvenir d'italie!
Pretty shell that I took home with me
Souvenir d'Italie!

Even though we are so far apart
Still the shell speaks to me
And a voice that is yours
Calls me back to your shores
Voice of love ...
Souvenir d'Italie!

Ma perché non mi fai piú dormire
Solo tu, me lo puoi dire
Te ne sei andata cosí
E mi lasci partire
Souvenir, souvenir d'Italie!Embed",0.038,0.819,0.144,0.9522
nat king cole,fascination,1966,"Fascination Lyrics[Verse]
It was fascination, I know
And it might have ended
Right then, at the start
Just a passing glance
Just a brief romance
And I might have gone on my way
Empty-hearted
It was fascination, I know
Seeing you alone with the moonlight above
Then I touch your hand
And next moment I kiss you
Fascination turned to love
[Instrumental Break]

[Outro]
It was fascination, I know
Seeing you alone with the moonlight above
Then I touch your hand
And next moment I kiss you
Fascination turned to love1Embed",0.033,0.642,0.325,0.9882
nat king cole,an affair to remember,1966,"An Affair to Remember Lyrics[Verse]
Our love affair is a wondrous thing
That we'll rejoice in remembering
Our love was born with our first embrace
And a page was torn out of time and space
Our love affair, may it always be
A flame to burn through eternity
So take my hand with a fervent prayer
That we may live and we may share
A love affair to remember
[Instrumental Break]

[Outro]
So take my hand with a fervent prayer
That we may live and we may share
A love affair to rememberEmbed",0.016,0.644,0.34,0.9904
louis armstrong,bye 'n bye,1966,"Bye N’ Bye LyricsBye bye blues.... bye bye blues
Bells ring.... birds sing
Sun is shin-in'.... no more pin-in'

Just we two...smil-in' through
Don't sigh....don't cry
Bye bye blues

Bye bye blues....i'm sayin' bye bye blues
Bells will ring and birds all sing
Stop your mope-in', keep on hope-in'
You and me....can't you see
Now don't you sigh.....and don't you cry
Bye bye bluesEmbed",0.095,0.868,0.037,-0.4581
louis armstrong,so long dearie,1966,"So Long Dearie LyricsWave your little hand and whisper
So long, dearie, you ain't gonna see me any more
But when you discover that your life is dreary
Don't you come a-knocking on my door

For I'll be all dolled up and singing that song
That says, you dog, I told you so

So wave your little hand and whisper
So long, dearie, dearie, should have said
So long, so long ago
For I can hear that choo-choo calling me on
To a fancy new address
Yes, I can hear that choo-choo calling me on
On board the Happiness Express

I'm pick myself a chick
Who's gonna stick like glue
I don't care where I'm going
As long as it's away from you, honey, ha, ha, ha

Yes, so long, dearie
You ain't gonna see me any more, yeah
Yes, so long, Dolly
Don't you come a-knocking on my door

For I'll be all dolled up and singing that song
That says, you dog, I told you so

Yeah, wave your little hand and whisper
So long, Louis, Louis should have said
So long, so long agoEmbed",0.028,0.725,0.247,0.9946
frank zappa,how could i be such a fool,1966,"How Could I Be Such a Fool? [fazedooh] LyricsWhen I won your love
I was very glad
Every happiness in the world
Belonged to me
Then our love was lost
And you went away
Now I shed my tears
In lonely misery

I know now that you never ever
Really loved me
It hurts me now to think you never ever
Really cared
I sit and ask myself a thousand times
To try and find
What really happened
To the love
That we shared
How could I be such a fool
How could I believe
All those lies you told me
How could I be taken in
By your sweet face
You spoiled our love
You ruined my life
I'm so tore down
I'm a terrible disgrace

But there will come a time
And you'll regret the way
You treated me
As if I was a fool
And didn't know
The many times you lied
About your love for me
Someone else is gonna know
That your love was just a show

How could I be such a fool?Embed",0.165,0.687,0.148,0.4277
astrud gilberto,a certain smile,1966,"A Certain Smile Lyrics[Intro]
But in the hush of night exactly like a bittersweet refrain
Comes that certain smile to haunt your heart again

[Verse One]
A certain smile, a certain face
Can lead an unsuspecting heart on a merry chase
A fleeting glance can say so many lovely things
Suddenly you know why my heart sings

[Verse Two]
You love awhile and when love goes
You try to hide the tears inside with a cheerful pose
But in the hush of night exactly like a bittersweet refrain
Comes that certain smile to haunt your heart againEmbed",0.087,0.429,0.484,0.9972
louis armstrong,i like this kind of party,1966,"I Like This Kind of Party LyricsPeople watch your step inside
The party's just startin' to roll
Grab a soda pop and hit that potato chip bowl
Put on a record and go
Get a piece of the flow
I'll be right back
I'm gonna answer the door

Hello everybody it's great to see you
Why don't you come on in?
I gotta say you're looking fine
Hey Sally, how about a spin?
Take off your shoes and shake off your blues and cares
Let's call the neighbors and tell them to bring more chairs

I like this kind of party
Free and easy, this kind of party
I like this kind of party
Everybody's movin' and everybody's groovin'

I like this kind of party
A meseré, swingin', friends all a-singin'!

Gee you better call the baby-sitter
And say you'll be late!
When you're finished doin' that you better come back here an'
Pile up your plate!

Oh! Listen to Charlie Boy teach that piano to play!
Hey! Let's turn up your music and dance the night away!

Yeah ladies. I like this kind of party!
Free an' easy, kind of party!
I like this kind of party
'Cuz everybody's movin' and everybody's groovin'

I like this kind of party
I like, this kind, of party!1Embed",0.006,0.699,0.295,0.9969
blossom dearie,the shape of things,1966,"The Shape Of Things LyricsCompletely round is the perfect pearl
The oyster manufactures;
Completely round is the steering wheel
That leads to compound fractures
Completely round is the golden fruit
That hangs from the orange tree
Yes, the circle shape is quite renowned
And sad to say, it can be found
In the low down, dirty runaround
My true love gave to me, yes
My true love gave to me
Completely square is the velvet box
He said my ring would be in
Completely square is the envelope
He said farewell to me in
Completely square is the handkerchief
I flourish constantly
As I dry my eyes of the tears I shed
And blow my nose that turned bright red;
Completely square is my true love's head:
He will not marry me, no, he will not marry me

Rectangular is the hotel door
My true love tried to sneak through
Rectangular is the transom
Over which I had to peek through
Rectangular is the hotel room I entered angrily
And rectangular is the wooden box
Where lies my love neath the golden phlox
They say he died from the chicken pox
In part I must agree: one chick too many had he!

Triangular is the piece of pie
I eat to ease my sorrow
Triangular is the hatchet blade
I plan to hide tomorrow
Triangular the relationship
That now has ceased to be
And triangular is the garment thin
That fastens on with a safety pin
To a prize I had no wish to win;
It's a lasting memory that my true love gave to meEmbed",0.082,0.723,0.194,0.9895
andy williams,yesterday,1966,"Yesterday When I Was Young LyricsYesterday when I was young
The taste of life was sweet as rain upon my tongue
I teased at life as if it were a foolish game
The way the evening breeze may tease a candle flame;
The thousand dreams I dreamed
The splendid things I planned
I always built, alas
On weak and shifting sand;
I lived by night and shunned the naked light of day
And only now I see how the years ran away
* Yesterday, when I was young
So many happy songs were waiting to be sung
So many wayward pleasures lay in store for me
And so much pain my dazzled eyes refused to see
I ran so fast that time and youth at last ran out
I never stopped to think what life was all about
And every conversation I can now recall concerned itself with me, and nothing else at all
Yesterday the moon was blue
And every crazy day brought something new to do
I used my magic age as if it were a wand
And never saw the waste and emptiness beyond;
The game of love I played with arrogance and pride
And every flame I lit too quickly, quickly died;
The friends I made all seemed somehow to drift away
And only I am left on stage to end the play
There are so many songs in me that won't be sung
I feel the bitter taste of tears upon my tongue
The time has come for me to pay for Yesterday
When I was Young
* RepeatEmbed",0.116,0.77,0.114,0.3317
tony bennett,the second time around,1966,"The Second Time Around LyricsLove is lovelier the second time around
Just as wonderful with both feet on the ground
It's that second time you hear your love song sung
Makes you think perhaps that love like youth is wasted on the young

Love's more comfortable the second time you fall
Like a friendly home the second time you call
Who can say what led us to this miracle we've found?
There are those who'll bet love comes but once and yet
I'm oh so glad we met the second time aroundEmbed",0.019,0.742,0.239,0.9682
andy williams,don't you believe it,1966,"Don’t You Believe It LyricsIf you should hear
That someone new
Has eased the pain
Of losing you

Don't you believe it
Not for a moment
Don't you believe it
Because it isn't true

Those angry words
That made us part
Put out the flame
That's in my heart
Don't you believe it
Not for a moment
Don't you believe it
Because it isn't true

I haven't changed
I still love you
And it will always be

I only hope and
I pray each night
You'll feel the
Same about me

So if you hear
Some false alarms
Like you're not welcome
In my arms

Don't you believe it
Not for a moment
Don't you believe it
Because it isn't true

Oh, how I still love youEmbed",0.113,0.724,0.163,0.8666
dean martin,just friends,1966,"Just Friends LyricsJust friends, lovers no more, just friends, but not like before
To think of what we've been, and not to kiss again
Seems like pretending, it isn't the ending
Two friends, drifting apart, two friends, but one broken heart
We loved we laughed we cried, then suddenly love died
The story ends and we're just friends
We loved we laughed and we cried, then suddenly love died
The story ends and we're just friendsEmbed",0.197,0.366,0.436,0.989
nat king cole,happy new year,1966,"Happy New Year Lyrics[Intro]
(Happy New Year)

[Verse 1]
The snow makes teardrops on my window
The wind blows memories through my hall
And I am all alone on New Year's Eve
The time I need you most of all

[Verse 2]
The gay ones don their silly paper hats
And blow their stupid little horns
At midnight they will all be singing Auld Lang Syne
But the sad ones sit alone before the fire
And sip a glass of lonely wine
[Bridge]
I wish you a Happy New Year, darling
May your new love be bright and fair
I hope he'll do those special things for you
That I would do if I were there

[Verse 3]
I love the days we spent together
Before the old year lost its shine
I'll keep that memory locked within my heart
That Happy New Year you were mineEmbed",0.097,0.624,0.278,0.9915
andy williams,the wonderful world of the young,1966,"The Wonderful World of the Young LyricsClose your eyes, come with me
And we soon will be
In the wonderful world
Of the young

Hearts remain seventeen
Dreams are evergreen
In the wonderful world
Of the young

Fools may deny it
Wise men know the truth
They have discovered
That love is youth
Take this heart that I give
And we'll always live
In the wonderful world
Of the young

In the wonderful world
Of the young, mmmm
In the wonderful world
Of the young

Fools may deny it
Wise men know the truth
They have discovered
That love is youth

Take this heart that I give
And we'll always live
In the wonderful world
Of the youngEmbed",0.066,0.57,0.365,0.9948
dean martin,it's the talk of the town,1966,"It’s the Talk of the Town LyricsI can't show my face can't go anyplace
People stop and stare it's so hard to bear
Everybody knows you left me it's the talk of the town

Every time we meet my heart skips a beat
We don't stop to speak though it's just a week
Everybody knows you left me it's the talk of the town

We send our invitations to friends and relations announcing our wedding day
Friends and relations gave congratulations how can you face them what can you say
Let's make up sweetheart we can't stay apart
Don't let foolish pride keep you from my side
How can love like ours be ended it's the talk of the townEmbed",0.043,0.755,0.203,0.9747
dean martin,the one i love (belongs to somebody else),1966,"The One I Love (Belongs to Somebody Else) LyricsThe one I love belongs to somebody else
She means her tender songs for somebody else
And even when I have my arms around her
I know her thoughts are strong for somebody else

Oh the hands I hold belong to somebody else
I bet they're not so cold to somebody else
It's tough to be alone on a shelf
It's worse to fall in love by yourself
The one I love belongs to somebody else
It's tough to be alone...
Somebody else somebody else somebody elseEmbed",0.088,0.738,0.174,0.9325
frank zappa,"hungry freaks, daddy",1966,"Hungry Freaks, Daddy [Ann Arbor Broadcast 1967] LyricsMr. America, walk on by
Your schools that do not teach
Mr. America, walk on by
The minds that won't be reached

Mr. America, try to hide
The emptiness that's you inside
But once you find that the way you lied
And all the corny tricks you tried
Will not forestall the rising tide
Of hungry freaks, daddy
They won't go for no more
Great mid-western hardware store
Philosophy that turns away
From those who aren't afraid to say
What's on their minds
The left behinds
Of the Great Society

Hungry freaks, daddy

Mr. America, walk on by
Your supermarket drеam
Mr. America, walk on by
The liquor store suprеme

Mr. America, try to hide
The product of your savage pride
The useful minds that it denied
The day you shrugged and stepped aside
You saw their clothes and then you cried
""Those hungry freaks, daddy!""

They won't go for no more
Great mid-western hardware store
Philosophy that turns away
From those who aren't afraid to say
What's on their minds
The left behinds
Of the Great SocietyEmbed",0.172,0.726,0.101,-0.8761
sarah vaughan,a lover's concerto,1966,"A Lover’s Concerto LyricsHow gentle is the rain
That falls softly on the meadow?
Birds, high up in the trees
Serenade the clouds with their melodies

Oh, see, there beyond the hill
The bright colors of the rainbow
Some magic from above
Made this day for us just to fall in love

Now, I belong to you
From this day until forever
Just love me tenderly
And I'll give to you every part of me
Oh, don't ever make me cry
Through long, lonely nights without us
Be always true to me
Keep this day in your heart eternally

Someday we shall return
To this place upon the meadow
We'll walk out in the rain
Hear the birds above singing once again

You'll hold me in your arms
And say once again you love me
And, if your love is true
Everything will be just as wonderful

You'll hold me in your arms
And say once again you love me
And, if your love is true
Everything will be just as wonderful

You'll hold me in your arms
And say once again you love me
And, if your love is true
Everything will be just as wonderful1Embed",0.023,0.715,0.263,0.996
frank zappa,anyway the wind blows,1966,"Anyway the Wind Blows (1987 Fz remix) LyricsAny way the wind blows is-a fine with me
Any way the wind blows, it don't matter to me
'Cause I'm through with-a fussin' and-a fightin' with-a you
I went out and found a woman who is gonna be true
She makes me oh so happy, now I'm never ever blue

Any way the wind blows
Any way the wind blows
Any way the wind blows

She's my heart and soul and she loves me tenderly
Now my story can't be told just how good she is to me
Yes, she treats me like she loves me and she never makes me cry
I'm gonna stick with her till the day I die
She's not like you baby, she would never ever lie
Any way the wind blows
Any way the wind blows
Any way the wind blows

Aah
Aah
Aah

Any way the wind blows
Any way the wind blows
Any way the wind blows

Now that I am free from the troubles of the past
Took me much too long to see that our romance couldn't last
I'm gonna go away and leave you standing at the door
I'll tell you pretty baby I won't be back no more
'Cause you don't even know what love is for

Any way the wind blows
Any way the wind blows
Any way the wind blowsEmbed",0.041,0.773,0.185,0.9908
dean martin,somewhere there's a someone,1966,"Somewhere There’s a Someone LyricsSomewhere there's a someone for everyone
Somewhere there's a someone for me
Though I may be lonely now
I'll see it through somehow
To someone's heart I know I hold the key

Somewhere there's a someone for everyone
Somewhere there's a someone for me
And I'll search my whole life through
Until I find a love that's true
For I know somewhere there's a someone for me
(Somewhere)
(Somewhere)
And I'll search my whole life through
Until I find a love that's true
For I know somewhere there's a someone for me
For I know somewhere there's a someone for meEmbed",0.021,0.827,0.152,0.9493
nat king cole,around the world,1966,"Around the World LyricsAround the world, I've searched for you
I traveled on when hope was gone
To keep a rendezvous
I know somewhere, sometime, somehow
You'd look at me
And I would see the smile you're smiling now

It might have been in Country Down
Or in New York
In Gay Paree or even London Town
No more will I go all around the world
For I have found my world in youEmbed",0.027,0.868,0.104,0.7351
mel torm?,comin' home baby,1966,"Comin’ Home Baby Lyrics(Do-do-do)
I'm comin' home baby now
(Do-do-do-do-do-do-do-do)
I'm comin' home now, right away
(Do-do-do)
I'm comin' home baby now
(Do-do-do-do-do-do-do-do)
I'm sorry now I ever went away
(Do-do-do-do-doooo-doo-doo-do)
Every night and day I go and stay
I'm comin' home baby
(Come on home)
Comin' home baby now
(You know I'm waitin' here for you)
I'm comin' home now, real soon
(You've been gone)
Comin' home baby now
(You don't know what I'm goin' through)
I'm comin' home, I know I'm overdue
(Since you went away)
Expect me any day
Now, real soon. (Now, real soon)

I'm comin' home
(Come on home)
Comin' home baby now
(You know I'm praying' every night)
That everything is gonna be fine
(Please come home)
Comin' home baby now
(I want to feel you hold me tight)
Expect to see me now, anytime
(When I'm in your arms,)
When you're in my arms
I'll be fine. (I'm all right)
I'm comin' home
(Come on home)
I'm comin' home baby now
(You know I'm counting everyday)
I'm comin' home now, yeah, yeah yeah !
(Use the phone)
I'm comin' home baby now
(And baby let me hear you say)
I'm comin' home, you're hearin' what I say
(That you're comin' home)
And I never will go away. (I will lay awake)
I'm comin' home !

(Come on home)
I'm comin' home baby now
(You know I'm waitin' at the door)
They can't hold me back now, nooo more
(I'm alone)
I'm pressin' on baby now
(And pacing up and down the floor)
Oh hear me holler and hear me roar
(Say you'll be with me)
Gonna be with you
Ever more. (Ever more.)

I'm comin' home
(I'm alone)
I'm comin' home baby now
(Oh baby say you're comin' home)
That's what I say: I say I'm comin' home
(Something's wrong)
The road is long baby now
(You ought to either write or phone)
I'm comin' home and never more to roam
(Baby tell me you're)
Baby I'm for sure
Comin' home. (Comin' home.)
I'm comin' home
(I'm alone)
I'm comin' home baby now
(I'm alone)
I'm comin' home baby now
(I'm alone)
I'm comin' home baby now
(I'm alone)
I'm comin' home baby now
.........

[ J. J. Johnson ]Embed",0.042,0.909,0.048,0.3623
dean martin,a marshmallow world,1966,"A Marshmallow World Lyrics[Verse 1]
It's a marshmallow world in the winter
When the snow comes to cover the ground
It's time for play, it's a whipped cream day
I wait for it the whole year around
Those marshmallow clouds being friendly
In the arms of the evergreen trees
And the sun is red like a pumpkin head
It's shining so your nose won't freeze

[Bridge]
Oh, the world is your snowball, see how it grows
That's how it goes whenever it snows
The world is your snowball just for a song
Get up and roll it along
[Verse 2]
Oh, it's a yum yummy world made for sweethearts
Take a walk with your favorite girl
It's a sugar date, but if spring is late
In winter it's a marshmallow world

[Verse 3]
It's a marshmallow world in the winter
When the snow comes to cover the ground
It's time for play it's a whipped cream day
I wait for it the whole year around
Those marshmallow clouds being friendly
In the arms of the evergreen trees
And the sun is red like a pumpkin head
It's shining so your nose won't freeze

[Bridge]
Oh, the world is your snowball, see how it grows
That's how it goes whenever it snows
The world is your snowball just for a song
Get up and roll it along

[Outro]
It's a yum yum world made for sweethearts
Take a walk with your favorite girl
It's a sugar date, but if spring is late
In winter it's a marshmallow worldEmbed",0.008,0.881,0.111,0.9805
blossom dearie,i'm hip,1966,"I’m Hip LyricsI'm hip, I'm no square
I'm alert, I'm awake, I'm aware
I am always on the scene
Makin' the rounds, diggin' the sounds
I read Playboy magazine
'Cause I'm hip

I dig, I'm in step
When it was hip to be hep, I was hep
I don't blow, but I'm a fan
Look at me swing, ring-a-ding-ding
I even call my girlfriend ""man""
I'm so hip
Every Saturday night
With my suit buttoned tight, and my suedes on
I'm gettin' my kicks
Watchin' arty French flicks with my shades on

I'm too much, I'm a gas
I am anything but middle class
When I hang around the band
Poppin' my thumbs, diggin' the drums
Squares don't seem to understand
Why I flip
They're not hip
Like I'm hip

I'm hip, I'm alive
I enjoy any joint where there's jive
I'm on top of every trend
Look at me go, vo-dee-oh-doh
Bobby Darin knows my friend
I'm so hip

I'm hip, but not weird
Like you notice I don't wear a beard
Beards were in but now they're out
They had their day, now they're passe
Just ask me if you're in doubt
'Cause I'm hip
Now whatever the fads
And whatever the ads say, it's neatsville
I'll be keeping abreast
Out in front of the rest with elitesville

'Cause I'm cool, as a cuke
I'm a cat, I'm a card, I'm a kook
I get so much out of life
Really, I do, skoo-buh-doo-boo
One more time play ""Mack the Knife""
Let 'er rip
I may flip
But I'm hip

Ooh, I'm hip
Mm, I'm hip
Skoo ba doo boo, doo boo, doo boo
Boo doo boo doo doo dooEmbed",0.033,0.879,0.088,0.9502
