artist,title,year,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
billie holiday,the blues are brewin',1958,"The Blues Are Brewin’ Lyrics[Verse 1]
When the moon's kinda dreamy
Starry eyed and dreamy
And nights are luscious and long
If you're kinda lonely
And all by your only
Then nothin' but the blues are brewin'
The blues are brewin'

[Verse 2]
When the wind through the willow
Blows across your pillow
And tells you sleepin' is wrong
If love goes a thirstin'
Till you feel like burstin'
Then nothing but the blues are brewin'
The blues are brewin'
[Bridge]
Suppose you want somebody
But you ain't got nobody
You only got a gleam in your eye
Till somebody's found you
And puts their lovin' arms around you
You got the feelin' you want to die

[Chorus]
But when the Lord up above you
Sends someone to love you
The blues are something you lose
You're so busy doin'
The things that you're doing'
That love ain't got no time
For brewin' the blues

[Instrumental Interlude]

[Chorus]
But when the Lord up above you
Sends someone to love you
The blues are something you lose
You're so busy doin'
The things that you're doing'
That love ain't got no time
For brewin' the blues
The bluesEmbed",0.076,0.758,0.166,0.9739
billie holiday,guilty,1958,"Guilty LyricsIs it a sin
Is it a crime
Loving you dear like I do?
If it's a crime than I'm guilty
Guilty of loving you

Maybe I'm wrong dreaming of you
Dreaming the lonely night through
If it's a crime then I'm guilty
Guilty of dreaming of you
What can I do
What can I say
After I take on the blame
You say you're through
You'll go your way but I'll always feel just the same
Maybe I'm right
Maybe I'm wrong
Loving you dear like I do
If thats a crime than I'm guilty
Guilty of loving youEmbed",0.282,0.538,0.18,-0.8608
ray charles,blackjack,1958,"Blackjack Lyrics[Verse]
Let me tell you people about this blackjack game
It's caused me nothing but trouble and I've only myself to blame
Hey hey hey yeah, how unlucky can one man be?
Well every quarter I get, Lord, blackjack takes it away from me

[Verse]
My friends don't come around me because I've been so blind
I can't even borrow a nickel, now I've almost lost my mind
Hey hey hey yeah, ow unlucky can one man be?
Well every quarter I get, Lord, blackjack takes it away from me
[Verse]
I sat there with two tens, I thought I'd have some fun
The dealer hit sixteen with a five, just enough to make twenty-one
Hey hey hey yeah yeah, how unlucky can one man be?
Well every quarter I get, yeah, blackjack takes it away from meEmbed",0.061,0.738,0.201,0.9706
chuck berry,oh baby doll,1958,"Oh Baby Doll Lyrics[Chorus]
Oh, Baby Doll
When bells ring out the summer free
Oh, baby doll
Will it end for you and me
We'll sing our old Alma Mater
And think of things that used to be

[Verse 1]
I remember it so well
Back when the weather was cool
We used to have so much fun
When we were walking to school
If we stopped off to hear
The latest songs they sing
And we just make it in
Before the bells would ring
[Chorus]
Oh, Baby Doll
When bells ring out the summer free
Oh, baby doll
Will it end for you and me
We'll sing our old Alma Mater
And think of things that used to be

[Verse 2]
When the teacher was gone
That's when we'd have a ball
We use to dance and play
All up and down the hall
We had a portable radio
We was balling the jack
We'd be all back in order
When the teacher got back

[Chorus]
Oh, Baby Doll
When bells ring out the summer free
Oh, baby doll
Will it end for you and me
We'll sing our old Alma Mater
And think of things that used to beEmbed",0.009,0.895,0.096,0.9585
bo diddley,hush your mouth,1958,"Hush Your Mouth Lyrics[Chorus]
Oh (hush your mouth!)[x2]

[Verse 1]
Hey little baby don't you cry
Mama going to drop around by and by
Hey little baby don't say a word
Mama going to whoop you about something you heard

[Chorus]
[Verse 2]
Mama going to buy you a diamond ring
If that diamond ring's brass
Mama going to buy a looking glass
If that looking glass is broke
Mama going to buy a horse and coach
If that horse and coach turn over
Mama going to buy you a dog named Rover

[Chorus]
Oh (hush your mouth!)[x4]

[Verse 3]
A coonskin alligator hide
Make into shoes baby, just like mine
Don't be scared to put them on your feet
Scared about me, just can't be beat

[Chorus]
Hush your mouth![x2]Embed",0.066,0.843,0.091,0.5627
billie holiday,all or nothing at all,1958,"All or Nothing at All LyricsAll or nothing at all
Half love never appealed to me
If your heart never could yield to me
Then I'd rather have nothing at all

All or nothing at all
If it's love there is no in between
Why begin, then cry for something that might have been
No, I rather have nothing at all

But, please, don't bring your lips so close to my cheek
Don't smile or I'll be lost beyond recall
The kiss in your eyes, the touch of your hand makes me weak
And my heart may grow dizzy and fall
And if I fell under the spell of your call
I would be caught in the undertow
So, you see, I've got to say, no, no
All or nothing at all

All or nothing at all
Half love never appealed to me
If your heart never could yield to me
Then I'd rather have nothing at all

All or nothing at all
If it's love there is no in between
Why begin, then cry for something that might have been
No, I rather have nothing at all

So, please, don't bring your lips so close to my cheek
Don't smile or I'll be lost beyond recall
The kiss in your eyes, the touch of your hand makes me weak
And my heart may grow dizzy and fall

And if I fell under the spell of your call
I would be caught in the undertow
So, you see, I've got to say, no, no
All or nothing at all
All or nothing at all1Embed",0.119,0.705,0.175,0.9796
ella fitzgerald,i got plenty o' nuttin',1958,"I Got Plenty O’ Nuttin’ LyricsI got plenty of nothing
And nothing's plenty for me
I got no car - got no mule
I got no misery

Folks with plenty of plenty
They've got a lock on the door
Afraid somebody's gonna rob 'em
While there out (a) making more - what for

I got no lock on the door - that's no way to be
They can steal the rug from the floor - that's ok with me
'cause the things that I prize - like the stars in the skies - are all free
I got plenty of nothing
And nothing's plenty for me
I got my gal - got my song
(I) got heaven the whole day long

- got my gal - got my love - got my songEmbed",0.099,0.762,0.138,0.8019
howlin' wolf,moanin' at midnight,1958,"Moanin’ at Midnight Lyrics[Verse 1]
Well, somebody knocking on my door
Well, somebody knocking on my door
Well, I'm so worried, don't know where to go

[Verse 2]
Well, somebody calling me, calling on my telephone
Well, somebody calling me, over my telephone
Well, keep on calling, tell them I'm not at home
Well, don't not worry, Daddy has gone to bedEmbed",0.088,0.737,0.175,0.6431
bo diddley,who do you love,1958,"Who Do You Love? Lyrics[Verse 1]
I walk 47 miles of barbed wire
I use a cobra-snake for a necktie
I got a brand new house on the roadside
Made from rattlesnake hide
I got a brand new chimney made on top
Made out of a human skull
Now come on take a walk with me, Arlene
And tell me, who do you love?

[Chorus]
Who do you love?
Who do you love?
Who do you love?
Who do you love?
[Verse 2]
Tombstone hand and a graveyard mind
Just 22 and I don't mind dying

[Chorus]
Who do you love?
Who do you love?
Who do you love?
Who do you love?

[Verse 3]
I rode a lion into town, use a rattlesnake whip
Take it easy Arlene, don't give me no lip

[Chorus]
Who do you love?
Who do you love?
Who do you love?
Who do you love?

[Instrumental Verse]

[Verse 4]
Night was dark, but the sky was blue
Down the alley an ice-wagon flew
Heard a bump and somebody screamed
You should have heard just what I seen
[Chorus]
Who do you love?
Who do you love?
Who do you love?
Who do you love?

[Verse 5]
Arlene took me by my hand
She said, ""Ooh-ee Bo, you know I understand""

[Chorus]
Who do you love?
Who do you love?
Who do you love?
Who do you love?2Embed",0.02,0.682,0.298,0.9979
howlin' wolf,how many more years,1958,"How Many More Years LyricsHow many more years
Have I got to let you dog me around?
How many more years
Have I got to let you dog me around?
I'd soon rather be dead
Sleeping six feet in the ground

I'm gonna fall on my knees
I'm gonna raise up my right hand
I'm gonna fall on my knees
I'm gonna raise up my right hand
Say I'd feel much better, darling
If you'd just only understand
I'm going upstairs
I'm gonna bring back down my clothes
I'm going upstairs
I'm gonna bring back down my clothes, do them all
If anybody ask about me
Just tell 'em I walked out onEmbed",0.034,0.859,0.107,0.8466
billie holiday,april in paris,1958,"April In Paris LyricsApril in Paris, chestnuts in blossom
Holiday tables under the trees
April in Paris, this is a feeling
That no one can ever reprise

I never knew the charm of spring
Never met it face to face
I never knew my heart could sing
Never missed a warm embrace

Till April in Paris
Whom can I run to
What have you done to
My heart
I never knew the charm of spring
Never met it face to face
I never knew my heart could sing
Never missed a warm embrace

Till April in Paris
Whom can I run to
What did you mean to
What have you done to
My heartEmbed",0.126,0.749,0.126,-0.0021
howlin' wolf,forty four,1958,"Forty-Four LyricsI wore my. 44 so long, I've made my shoulder sore
I wore my. 44 so long, I done made my shoulder sore
Well, I'm wonderin' everybody, where'd my baby go

Well, I'm so mad this mornin'
I don't know where in the world to go
Well, I'm so mad this mornin'
I don't know where in the world to go
Well, I'm lookin for me some money
Pawned gun to have some goldEmbed",0.162,0.743,0.095,-0.7897
nina simone,mood indigo,1958,"Mood Indigo Lyrics[Instrumental]

[Verse]
You ain't never been blue, no, no, no
You ain't never been blue
'Til you've had that mood indigo
That feeling goes stealing down to my shoes
While I just sit here and sigh
Go along blues

[Bridge]
I always get that mood indigo
Since my baby said goodbye
And in the evening when lights are low
I'm so lonely I could cry
For there's nobody who cares about me
I'm just a poor fool that's bluer than blue can be
When I get that mood indigo
I could lay me down and die
[Instrumental Break]

[Outro]
You ain't never been blue, no, no, no, no
You ain't never been blue
'Til you've had that mood indigo
That feeling goes stealing down to my shoes
While I just sit here and sigh
Go along blues1Embed",0.183,0.766,0.051,-0.9735
bo diddley,bring it to jerome,1958,"Bring It To Jerome Lyrics[Verse 1]
Well (Bring it to Jerome, bring it to Jerome)
Everyday I work (Bring it to Jerome)
Bringing home my pay (Bring it to Jerome)
Come to find out, baby (Bring it to Jerome)
You're giving my money away (Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)

[Verse 2]
Tell me, baby (Bring it to Jerome)
What you trying to do? (Bring it to Jerome)
You ain't treating me mama (Bring it to Jerome)
Like you used to do (Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)
[Verse 3]
Tell me, mama (Bring it to Jerome)
Whats wrong with you? (Bring it to Jerome)
You know, pretty baby (Bring it to Jerome)
I'm so crazy about you (Bring it to Jerome)
(Bring it to Jerome)
(Bring it to Jerome)

[Bridge]
All you pretty women
Bring it to my home
You don't have to worry
I won't do you no wrong

[Chorus]
Bring it on home
Bring it to Jerome
Bring it on home
Bring it to Jerome

[Verse 3]
Looka here, pretty baby
This mess I won't stand
All the other women
Say you got another man
[Chorus]
Bring it on home
Bring it to Jerome
Bring it on home
Bring it to Jerome

[Harmonica solo]Embed",0.04,0.866,0.093,0.9082
little willie john,fever,1958,"Fever Lyrics[Verse 1]
You never know how much I love ya
Never know how much I care
When you put your arms around me
I get a feelin' that's so hard to bear

[Chorus]
You give me fever
When you kiss me
Fever when you hold me tight
Fever in the mornin'
Fever all through the night
[Verse 2]
Listen to me, baby
Hear every word I say
No one can love you the way I do
'Cause they don't know how to love you my way

[Chorus]
You give me fever
When you kiss me
Fever when you hold me tight
Fever in the mornin'
And fever all through the night

[Verse 3]
Bless my soul, I love you
Take this heart away
Take these arms I'll never use
And just believe in what my lips have to say

[Chorus]
You give me fever
When you kiss me
Fever when you hold me tight
Fever in the mornin'
And fever all through the night
[Verse 4]
Sun lights up the daytime
Moon lights up the night
My eyes light up when you call my name
'Cause I know you're gonna treat me right

[Chorus]
You give me fever
When you kiss me
Fever when you hold me tight
Fever (Fever, burn through) in the mornin'
And fever all through the night

[Outro]
Mmm-mmm-mmm-mm-mmm-mm
Mmm-umm-umm-um-um
Mmm-mmm-mmm-mm-mmm-mm
Mmm-umm-umm-um-um1Embed",0.016,0.823,0.161,0.9903
nina simone,love me or leave me,1958,"Love Me Or Leave Me LyricsSay, love me or leave me and let me be lonely
You won't believe me but I love you only
I'd rather be lonley than happy with somebody else

You might find the night time the right time for kissing
Night time is my time for just reminiscing
Regretting instead of forgetting with somebody else

There'll be no one unless that someone is you
I intended to be independently blue
I want your love, don't wanna borrow
Have it today to give back tomorrow
Your love is my love
There's no love for nobody else

Say, love me or leave me and let me be lonely
You won't believe me but I love you only
I'd rather be lonely than happy with somebody else

You might find the night time the right time for kissing
Night time is my time for just reminiscing
Regretting instead of forgetting with somebody else

There'll be no one unless that someone is you
I intended to be independently blue

Say I want your love, don't wanna borrow
Have it today to give back tomorrow
Your love is my love
My love is your love
There's no love for nobody else1Embed",0.113,0.575,0.312,0.9972
billie holiday,now or never,1958,"Now or Never LyricsHey fat daddy make up your mind
'Cause I've been waiting such a long, long time
Now baby or never 'cause I been so good to you
Now baby or never 'cause I've been so lonesome, too
Now baby or never if I mean anything to you
Now baby or never 'cause you wasted so much time
Now baby or never 'cause you can't make up your mind
Now baby or never and it ain't no fault of mine
It's got toEmbed",0.056,0.875,0.069,0.2953
billie holiday,ill wind,1958,"Ill Wind LyricsBlow
Ill wind blow away
Let me rest today
You're blowing me no good
No good

Go
Ill wind go away
Skies are oh so gray
Around my neighborhood
And that's no good
You're only misleading
The sunshine I'm needing
Ain't that a shame
It's so hard to keep up
With troubles that creep up
From out of nowhere
When love's to blame

So
Ill wind blow away
Let me rest today
You're blowing me no good
No good
No good

You're only misleading
The sunshine I'm needing
Ain't that a shame
It's so hard to keep up
With troubles that creep up
From out of nowhere
When love's to blame

So
Ill wind go away
Let me rest today
You're blowing me no good
No good
Ill windEmbed",0.308,0.571,0.121,-0.9835
ella fitzgerald,remember,1958,"Remember LyricsOne little kiss, a moment of bliss, then hours of deep regret
One little smile, and after a while, a longing to forget
One little heartache left as a token
One little plaything carelessly broken

Remember the night
The night you said, ""I love you""
Remember?

Remember you vowed
By all the stars above you
Remember?
Remember we found a lonely spot
And after I learned to care a lot

You promised that you'd forget me not
But you forgot
To remember

[2]
Into my dreams you wandered it seems, and then there came a day
You loved me too, my dreams had come true, and all the world was
May
But soon the Maytime turned to December
You had forgotten, do you remember?Embed",0.083,0.722,0.195,0.9662
screamin' jay hawkins,i love paris,1958,"I Love Paris LyricsEvery time I look down on this timeless town
Whether blue or gray be the sky
Whether loud be her cheers or where soft be her tears
More and more do I realise

I love Paris in the springtime
I love Paris in the fall
I love Paris in the winter when it drizzles
Ooh, I love Paris in the summer when it sizzles

I love Paris every moment
Every moment of the year
I love Paris, why, why, do I love Paris?
Because my love is near
How about Germany? Germany?
Achtung! (German-sounding scatting)
Like Chinese?
Ah, Chinese! (Chinese-sounding scatting)
How about Africa? Africa!
Asum-maumau-kissum Santy Claus!
And Paris? Paris!
Oui, oui, asu Monsieur, ha ha!

I love Paris every moment
Every moment of the year
I love Paris, why, oh, why, do I love Paris
Because my love is near

Because my love is nearEmbed",0.009,0.651,0.34,0.9971
bobby day,saving my life for you,1958,"Saving My Life For You LyricsDear, I must let you know how long I've loved you so
I have wanted you years and years ago
But too shy, too shy, I was too shy, too shy
A little too shy, too late, you know

Darling, my love, darling my love is all for you, woah
But I've been saving my life, I've been saving my life
I've been saving all my life just for you

Darling I love you, darling I love you, darling I love you, woah, woah
But I've been saving my life, I've been saving my life
I've been saving all my life just for youEmbed",0.074,0.572,0.353,0.9952
screamin' jay hawkins,"swing low, sweet chariot",1958,"Swing Low Sweet Chariot LyricsSwing low, sweet chariot,
Coming for to carry me home.
Swing low, sweet chariot,
Coming for to carry me home.

I looked over Jordan, what do I see,
Coming for to carry me home.
A band of angels coming after me,
Coming for to carry me home.

I looked over Jordan, what do I see,
Coming for to carry me home.
A band of angels coming after me,
Coming for to carry me home.
Swing low, sweet chariot,
Coming for to carry me home.
Swing low, sweet chariot,
Coming for to carry me home.Embed",0.093,0.775,0.132,0.7579
sister rosetta tharpe,strange things happening every day,1958,"Strange Things Happening Every Day LyricsOh, we hear church people say
They are in this holy way
There are strange things happening every day

On that last great judgment day
When they drive them all away
There are strange things happening every day

Every day
(Every day)
Every day
(Every day)
There are strange things happening every day
Every day
(Every day)
Every day
(Every day)
There are strange things happening every day

If you want to view the climb
You must learn to quit your lyin'
There are strange things happening every day

If you hew right to the line
You can live right all the time
There are strange things happening every day

Every day
(Every day)
Every day
(Every day)
There are strange things happening every day

Every day
(Every day)
Every day
(Every day)
There are strange things happening every day
Jesus is the holy life
Turning darkness into light
There are strange things happening every day

He gave the blind man sight
Then he praised Him with all his might
There are strange things happening every day

Every day
(Every day)
Every day
(Every day)
There are strange things happening every day

Every day
(Every day)
Every day
(Every day)
There are strange things happening every dayEmbed",0.122,0.841,0.037,-0.8885
b.b. king,time to say goodbye,1958,"Time to Say Goodbye LyricsThere was a time when I loved you
That was a time, babe, you made me blue
There's a time ev'rything must end
So now it's time to say we're through

Remember the time, the time you made me cry
But now, baby, you break my heart
They say there's a time for everything, baby
So now it's time we must part

Remember the time, baby, you made me cry
And the time, baby, when you broke my heart
But there's a time for everything, baby
So now it's time we must part
They say that time brings about change
And I know, baby, I know it is no lie
There's times I got to forget you, baby
So it's time to say goodbyeEmbed",0.101,0.805,0.094,0.25
b.b. king,i love you so,1958,"I Love You So LyricsOh my darling I was so lonely
Searching for you and for you only
Oh my darling I love you so

Oh my darling my love is true
Longing for you, no one else will do
Oh my darling I love you so

When I first saw you dear I knew you were alone
I said to myself that I'd make you my own
Your brother caught us kissing
I though he would surely tell
Until he started playing those wedding bells
Now my darling I'm yours forever
Don't ever leave me, leave me never
Oh my darling I love you so

Oh yes it's true, now I have you
And best of all I know now
That I'll never have to be blue
Oh baby, I love you so

I mean you, babyEmbed",0.066,0.576,0.358,0.9959
b.b. king,"i've got papers on you, baby",1958,"I’ve Got Papers on You, Baby LyricsI've got papers on you baby
You gotta do what I say
I've got papers on you baby
You gotta do what I say
I mean business woman
I've got too old to play

I've got papers on you baby
And I mean you're mine all mine
I've got papers on you baby
And I mean you're mine all mine
Well, if you do what I tell you woman
We've got to get along real fine
Yes, the red light means stop
The green light means go
Tell you something once
I ain't gonna tell you no more
I've got papers on you baby
You gotta do what I say
I've got old baby
And I'm too old to play

Well, now I'll see that you eat
Ans see that you have a place to stay
Well, now I'll see that you eat
Ans see that you have a place to stay
Yes, but as long as you stay in this house
I ain't gonna let you have your way

I've got papers on you baby
I mean it in black and white
I've got papers on you baby
I mean it in black and white
Well you're hard to get along with
But you just gotta treat me rightEmbed",0.021,0.894,0.085,0.8898
b.b. king,the fool,1958,"The Fool LyricsGone are the days I'm holding you tight
Gone are the times I thrill with delight
Oh how I've missed you and your tender kiss
I've been a fool too long

I took your love then broke your heart
Can you forgive me, we'll make a new start
Guess life ain't worth living if you are not giving
I've been a fool to long

I've played the field but could not conceal
The way I feel about you
Everyone guessed I had no happiness
Loving you the way I do
You carried my heart around in your hand
Yes I still love you, please understand
Life ain't worth living if you are not giving
I've been a fool to longEmbed",0.175,0.599,0.226,0.905
ray charles,talkin' 'bout you,1958,"Talkin’ ’Bout You LyricsWho is my friend when all friends are gone
Nobody but you, I do mean you
Who is my friend when all friends are gone?
Nobody but you, oh now
Who is my friend when all friends are gone?
You always defend me if I'm right or wrong
Nobody but you, ah yeah
Nobody but you, child, I do mean you

Who is the salt in my bread?
Nobody but you, child, I do mean you
Who is the salt now in my bread?
Nobody but you, oh
Who is the salt now in my bread?
Who is my doctor on my sick bed?
Nobody but you, oh now
Nobody but you and I do mean you
Who knows how to love me in my way?
Nobody but you, child, and I do mean you
Who knows how to love me in my way?
Nobody but you, oh now
Who knows how to love me in my way?
Who's always there night and day?
Nobody but you, oh now
Nobody but you, talkin' 'bout you
All about youEmbed",0.039,0.769,0.192,0.9888
screamin' jay hawkins,yellow coat,1958,"Yellow Coat LyricsA forty gallon hat
And some polka-dot shoes
Tomato pickin' onion juice
To drive away my blues
A bright red leather suit
A trip in a motorboat
And the strike I caused on the waterfront
When I fell outta my yellow coat
Hey now, stick with it
Aw baby don't quit it
You know you're bound to git it
Yes sir, made outta goat skin, foreskin
And layin' out in milk and gin
The people quit the scene
Like the devil was loose
The clouds turned green
And let down lemon juice
What walks on two feet
And looks like a goat?
That crazy Screamin' Jay
In a bright yellow coat
Hey now, stick with it
Baby, baby don'tcha quit it
Aw you're bound to git it
Yes sir, made outta goat skin, foreskin
And layin' out in milk and gin
I took a plane out midwest
To see my Uncle Joe
We ran into some real bad weather
Ice, rain and snow
Fifty million bulldogs
Twenty mountain goats
All gathered 'round at sundown
To see my yellow coat
Hey now, stick with it
No, no, no, no don'tcha dare quit it
Hey, you're bound to git it
Made outta goat skin, foreskin
And layin' out in milk and ginEmbed",0.07,0.86,0.07,-0.0258
ella fitzgerald,what you want wid bess?,1958,"What You Want Wid Bess? LyricsBESS
Oh... What you want wid Bess?
She's gettin' ole now;
Take a fine young gal
For to satisfy Crown
Look at this chest
An' look at these arms you got
You know how it always been with me
These five years I been yo' woman
You could kick me in the street
Then when you wanted me back
You could whistle, an' there I was
Back again, lickin' yo' hand
There's plenty better lookin' gal than Bess
Can' you see, I'm with Porgy
Now and forever
I am his woman, he would die without me
Oh, Crown, won't you let me go to my man, to my man
He is a cripple an' needs my love, all my love
What you want wid Bess? Oh, let me go to my man. . 

CROWN
What I wants wid other woman
I gots a woman, yes
An' dat is you, yes, dat is you, yes
I need you now an' you're mine jus' as long as I want you
No cripple goin' take my woman from me
You got a man tonight an' that is Crown, yes, Crown, yes
Crown
You're my woman, Bess, I'm tellin' you, now I'm your man

(Pressing her very close)

BESS
What you want with Bess?
(Boat whistles)
Lemme go, Crown dat boat, it's goin' wiout me!

CROWN
You ain't goin' nowhere!
BESS
(Weakening)
Take yo' hands off me, I say, yo' hands, yo' hands, yo hands
(Crown kisses her passionately)

CROWN
I knows you' ain' change - wid you and me it always be the
Same. Git in dat thicket
(Bess backs into woods; Crown follows.)Embed",0.023,0.817,0.159,0.9893
screamin' jay hawkins,temptation,1958,"Temptation LyricsYou came, I was alone
I should have known you were temptation
You smiled, luring me on
My heart was gone, you were temptation
It would be thrilling
If you were willing
If it can never be
Pity me for you are temptation and I am yours

Here is my heart, take it and say
We'll never part
I'm just a slave
Only a slave to you, temptation
You were born to be kissed
I can't resist
You are temptation and I am yours
Here is my heart, take it and say
We'll never part
I'm just a slave
Only a slave to you, temptationEmbed",0.016,0.792,0.192,0.9709
ella fitzgerald,always,1958,"Always LyricsI'll be loving you always
With a love that's true always
When the things you've planned
Need a helping hand
I will understand always
Always

Days may not be fair always
That's when I'll be there, always
Not for just an hour
Not for just a day
Not for just a year
But always
I'll be loving you, oh always
With a love that's true always
When the things you've planned
Need a helping hand
I will understand always
Always

Days may not be fair always
That's when I'll be there always
Not for just an hour
Not for just a day
Not for just a year
But always

Not for just an hour
Not for just a day
Not for just a year
But alwaysEmbed",0.026,0.759,0.215,0.9829
ella fitzgerald,a woman is a sometime thing,1958,"A Woman Is A Sometime Thing LyricsLissen to yo' daddy warn you
'Fore you start a-travelling
Woman may born you, love you and mourn you
But a woman is a sometime thing
Yes, a woman is a sometime thing

Oh, a woman is a sometime thing

Yo' mammy is the first to name you
Then she'll tie you to her apron string
Then she'll shame you and she'll blame you
Till yo' woman comes to claim you
'Cause a woman is a sometime thing
Yes, a woman is a sometime thing
Oh, a woman is a sometime thing

Don't you never let a woman grieve you
Just 'cause she got yo' weddin' ring
She'll love you and deceive you
Take yo' clothes and leave you
'Cause a woman is a sometime thing

Yes, a woman is a sometime thing
Yes, a woman is a sometime thing
Yes, a woman is a sometime thing

[Instrumental]

Lissen to yo' daddy warn you
'Fore you start a-travelling
Woman may born you, love you and mourn you
But a woman is a sometime thing
Yes, a woman is a sometime thing

Oh, a woman is a sometime thing

Yo' mammy is the first to name you
Then she'll tie you to her apron string
Then she'll shame you and she'll blame you
Till yo' woman comes to claim you
'Cause a woman is a sometime thing
Yes, a woman is a sometime thing
Don't you never let a woman grieve you
Just 'cause she got yo' weddin' ring
She'll love you and deceive you
Take yo' clothes and leave you
'Cause a woman is a sometime thing

Yes, a woman is a sometime thing
Yes, a woman is a sometime thing
Yes, a woman is a sometime thing

There now, what I tells you; he's asleep alreadyEmbed",0.106,0.744,0.15,0.9729
ella fitzgerald,let's face the music and dance,1958,"Let’s Face the Music and Dance LyricsThere may be trouble ahead
But while there's music and moonlight (moonlight and music) and love and romance
Let's face the music and dance

Before the fiddlers have fled
Before they ask us to pay the bill, and while we still have that chance
Let's face the music and dance

Soon, we'll be without the moon
Humming a different tune - and then...
There may be teardrops to shed
So (but) while there's music and moonlight (moonlight and music) and love and romance
(let's face the music and dance, dance)
(let's face the music - let's here that music)
Let's face the music and danceEmbed",0.026,0.792,0.182,0.9762
chuck willis,it's too late,1958,"It’s Too Late Lyrics[Verse 1]
Stayed in bed all mornin' just to pass the time
There's somethin' wrong here, there can be no denyin'
One of us is changin', or maybe we've just stopped tryin'

[Chorus]
And it's too late, baby now, it's too late
Though we really did try to make it
Somethin' inside has died, and I can't hide
And I just can't fake it, oh, no, no
[Verse 2]
It used to be so easy, livin' here with you
You were light and breezy, an' I knew just what to do
Now you look so unhappy, and I feel like a fool

[Chorus]
And it's too late, baby now, it's too late
Though we really did try to make it
Somethin' inside has died, and I can't hide
And I just can't fake it, oh, no, no

[Verse 3]
There'll be good times again for me and you
But we just can't stay together; don't you feel it too?
Still I'm glad for what we had and how I once loved you

[Chorus]
And it's too late, baby now, it's too late
Though we really did try to make it
Somethin' inside has died, and I can't hide
And I just can't fake it, oh, no, no
No, no, no, noEmbed",0.102,0.789,0.109,0.4103
ella fitzgerald,it's a lovely day today,1958,"It’s a Lovely Day Today LyricsIt's a lovely day today
So whatever you've got to do
You've got a lovely day to do it in, that's true

And I hope whatever you've got to do
Is something that can be done by two
For I'd really like to stay

It's a lovely day today
And whatever you've got to do
I'd be so happy to be doing it with you
But if you've got something that must be done
And it can only be done by one
There is nothing more to say
Except it's a lovely day for saying
It's a lovely day

[2]
It's a lovely day today
And whatever I've got to do
I've got a lovely day to do it in, that's true

But perhaps whatever I've got to do
Is something that can be done by two
If it is then you could stay

It's a lovely day today
But you're probably busy too
So I suppose there's nothing we can do

For if you've got something that must be done
And it can only be done by one
There is nothing more to say
Except it's a lovely day for saying
It's a lovely day

[3]
It's a lovely day today
If you've something that must get done
Now don't forget two heads are better than just one
And besides I'm certain if you knew me
You'd find I'm very good company
Won't you kindly let me stay?

[4]
It's a lovely day today
And whatever we've got to do
We've got a lovely day to do it in, that's true

And I know whatever we've got to do
Is something that can be done by two

I'll say it's a lovely day for saying
It's a lovely dayEmbed",0.009,0.72,0.271,0.9986
ella fitzgerald,"oh, doctor jesus",1958,"Oh, Doctor Jesus LyricsOh, doctor jesus, who done trouble de water in de sea of gallerie
An' likewise who done cas' de devil out of de afflicted time
An' time again

Oh, doctor jesus, what make you ain' lay yo' han' on dis po'
Sister head?
An' chase de devil out of her down a steep place into de sea
Like you used to do time an' time again

Lif' dis po' cripple up out of de dus'!
An' lif' up his woman an' make her well time an' time again
An' save us all for jesus sake, amenEmbed",0.125,0.806,0.068,-0.8172
chuck berry,la jaunda,1958,"La Jaunda (española) Lyrics[Verse 1]
In Baya California
Down in Tijuana
La señorita come to me
She say, ""Mi nombre es La Jaunda""
I asked her would she care to dance
She looked at me and said, ""¿Como esta?""

[Chorus]
I say, ""Hablo solo en Espańol
Y no comprendo Ingles""
I speak only the language of English
I don't understand Español
[Verse 2]
For a moment I took a notion
Then I went into a dancing motion
She nodded her head
""Yo mucho gusto,"" she said
And she danced with more devotion
When her cheek came close to mine
I could hear her softly whisper

[Chorus]
She said, ""Habla solo la langua de Ingles
Y no comprenda Espanol""
I speak only the language of English
I don't understand Español

[Verse 3]
She placed her hand before my heart
And she whispered, ""Yo te amora""
With half-closed eyes
She raised her lips
And she said, ""Besame ahora""
She hold me close and she squeeze me tight
And she whispered, ""Yo quiero ahora""

[Chorus]
I say, ""Hablo solo la langua de Ingles
No comprendo Espanol""
I speak only the language of English
I don't understand EspañolEmbed",0.032,0.901,0.067,0.8516
keely smith,the song is you,1958,"The Song Is You LyricsI hear music when i look at you
A beautiful theme of every dream i ever knew
Down deep in my heart i heat it play
I feel it start, then melt away

I hear music when i touch your hand
A beautiful melody
From some enchanted land
Down deep in my heart, i hear it say
Is this the day?
I alone have heard this lovely strain
I alone have heard this glad refrain
Must it be forever inside of me
Why can't i let it go
Why can't i let you know
Why can't i let you know the song
My heart would sing?

That beautiful rhapsody
Of love and youth and spring
The music is sweet
The words are true
The song is you

I alone have heard this lovely strain
I alone have heard this glad refrain
Must it be forever inside of me
Why can't i let it go
Why can't i let you know
Why can't i let you know the song
My heart would sing?

That beautiful rhapsody
Of love and youth and spring
The music is sweet
The words are true
The song is youEmbed",0.04,0.654,0.306,0.9973
